pAD,pAR,UniprotEntry
0.4942142,0.4872765,Q969V1
0.48639807,0.8103133,P43007
0.2585523,0.86027193,O43772
0.29269886,0.58880085,Q8TD35
0.8311442,0.7459048,Q06033
0.39822268,0.69320107,Q6NXT4
0.15292837,0.87602,A2RRP1
0.16293442,0.92585844,Q9UI17
0.09497605,0.9074475,Q92902
0.557174,0.39962402,O60234
0.12695804,0.8870796,Q99611
0.6371975,0.69229037,P98073
0.07446632,0.9273642,Q8IWF9
0.14869842,0.93501043,Q9P0Z9
0.18151492,0.858411,Q9HDC9
0.3469834,0.66676605,Q96RY5
0.15341283,0.84795547,A8MTZ0
0.08468027,0.9267067,Q8N336
0.08004816,0.95384026,Q8TAV0
0.39481804,0.78492516,P17213
0.38801032,0.7392375,P81172
0.54734814,0.52397,P57796
0.31333074,0.8020561,Q6NT55
0.3786915,0.69283205,Q7Z7D3
0.6051485,0.48350674,Q96P56
0.09310446,0.91109705,O95461
0.108397156,0.89720535,Q8N3Y3
0.21477842,0.78760755,Q6ZMB0
0.23177527,0.7709916,Q9UM21
0.16568339,0.8371849,P58499
0.067709304,0.9621923,O75602
0.60971147,0.5440788,P05451
0.4890862,0.5539174,Q9UKU6
0.18417284,0.78062403,Q00973
0.14190654,0.8224876,Q9UNP4
0.14174198,0.82076365,Q92185
0.20968051,0.6274157,A8MZ97
0.6300485,0.37892556,P31391
0.63212144,0.44292855,Q8TD86
0.4188615,0.69452155,Q9NYW0
0.3727086,0.74250275,Q6UXU6
0.6305656,0.37141207,Q86V35
0.2106851,0.77761626,Q86X52
0.20793915,0.78310996,Q70JA7
0.65813696,0.3069442,Q9Y6F9
0.671536,0.29664966,P56706
0.69905615,0.31185588,O15041
0.479234,0.61909187,Q6QNK2
0.21884234,0.7802468,Q09328
0.13909948,0.8928514,Q5VWZ2
0.32126695,0.8037295,P98088
0.35630584,0.79676694,Q6DN72
0.32677543,0.6789213,Q8TC27
0.35150295,0.73507994,Q8N1S5
0.65071315,0.34664696,Q96LB1
0.69446385,0.35864967,Q9NYG8
0.4110313,0.72578245,Q8WXF3
0.28951332,0.60225147,P81277
0.25989476,0.7955929,Q5QGZ9
0.31718865,0.76716113,Q9H2B4
0.43639517,0.76179016,P50120
0.43137518,0.53980595,P56746
0.65085953,0.45291075,P51686
0.76722026,0.32703534,O60939
0.6176597,0.53141916,Q15847
0.5592237,0.49861613,Q96RP3
0.27679875,0.80957395,Q8IZI9
0.22513941,0.8320777,O00322
0.6792131,0.46476966,Q8IU99
0.48814428,0.58500534,Q8IWY4
0.56456125,0.44392583,Q9NQ36
0.6143389,0.43915048,Q8IX30
0.3759161,0.7967557,P50440
0.1909855,0.8551587,Q3YBM2
0.45784515,0.6425105,Q86SK9
0.10490049,0.9319967,Q9H3S5
0.070316926,0.95638186,Q8TBF5
0.4647901,0.81230116,Q7Z5J1
0.86837834,0.14168999,Q96PR1
0.13025251,0.77330923,Q96PH6
0.22399239,0.6513979,Q9Y278
0.22399239,0.6513979,Q9Y662
0.24307938,0.62893325,Q8IZT8
0.2308914,0.6238297,Q96QI5
0.22502479,0.6409552,Q9Y661
0.24842922,0.6506682,O14792
0.22397004,0.65145767,Q9Y663
0.30175206,0.7090842,Q4ZIN3
0.62726223,0.45351055,Q7RTX7
0.24846683,0.863256,Q9UEW3
0.40916914,0.72423315,Q96PL1
0.21831533,0.87020004,Q96QR1
0.45089322,0.618502,Q29980
0.48876777,0.6051687,Q8TD07
0.5164074,0.568453,Q6H3X3
0.37957346,0.70887846,Q9BX95
0.6081661,0.67467135,O95969
0.45029148,0.64274406,Q99935
0.36867306,0.7986274,Q8N1M1
0.23762454,0.86167943,Q96BW5
0.10403884,0.9066847,Q9UKY4
0.6706142,0.42616713,P01286
0.17297436,0.7620576,Q2L4Q9
0.52877903,0.47095197,O95502
0.2840918,0.8462758,Q8N307
0.1296736,0.8703673,Q6P0A1
0.5986641,0.6050426,Q14324
0.39064923,0.7725068,Q13203
0.3901382,0.8403689,P58215
0.81887966,0.21738906,Q9NY56
0.8392206,0.17697373,P47890
0.45891976,0.7130346,Q9P2V4
0.5868937,0.58408064,Q8TB69
0.6946174,0.30912465,Q9UI40
0.6224033,0.4545428,Q9HBX9
0.42979687,0.71857333,P04090
0.5205217,0.539189,O14894
0.41760638,0.645403,Q8N271
0.72509056,0.3371259,Q6XYQ8
0.73787004,0.1771889,Q8NGB9
0.17153563,0.9095881,Q86YH6
0.20751658,0.8842738,P20142
0.5402391,0.56931925,Q8WXD0
0.43464917,0.7453119,P51460
0.29737434,0.7343462,Q99622
0.76638633,0.5839784,Q08830
0.8013185,0.19715017,Q8IUK8
0.77083147,0.22188379,Q6UW01
0.49820676,0.36133367,Q9NTU7
0.761699,0.24320231,P23435
0.5322127,0.67113256,P55073
0.8486909,0.14666165,O94768
0.3165961,0.77575785,O00338
0.3800515,0.7998979,Q9UGB7
0.6167685,0.385918,O95813
0.31161997,0.7432913,P36222
0.23855074,0.89671016,Q8N159
0.48022133,0.6996362,O75556
0.17462596,0.7184937,P33763
0.5481922,0.395291,Q5T4W7
0.5529272,0.3704877,O60609
0.33129567,0.84315175,P0CG30
0.3701434,0.43896633,Q765I0
0.4021575,0.4821007,Q9UKP6
0.48471513,0.47607666,O95399
0.2016528,0.87473005,P36959
0.30008942,0.81323355,P49895
0.26932192,0.78921306,O15431
0.31912524,0.7829811,Q96PP8
0.50472707000000006,0.40135533,Q5TGI0
0.10910284,0.9318048,Q8TEQ8
0.57953465,0.5315506,Q96T91
0.2723203,0.70793885,Q9HBW9
0.48324937,0.75380474,Q7RTX1
0.47542602,0.77380574,Q7RTX0
0.49604622,0.7527758,Q8TE23
0.2531319,0.850614,Q9NZH7
0.14325699,0.9101582,Q16854
0.70384496,0.31303802,O94851
0.6769918,0.33372256,Q9HCM2
0.18285401,0.82643723,P0CG29
0.28038952,0.75767523,Q96GD0
0.49906346,0.61198515,Q9NSD7
0.6867547,0.6040742,Q99715
0.4133226,0.7959993,Q6ZRI0
0.14848605,0.79463845,Q9NRC9
0.56726825,0.4201178,Q9H3T2
0.34972683,0.69068223,Q5NDL2
0.13056609,0.74480015,Q7Z7B8
0.4634318,0.6381208,Q9H313
0.112509914,0.92009145,Q9Y5L5
0.21822165,0.83877474,Q86WA9
0.093274586,0.9163397,Q8NCR0
0.6725807,0.35833958,Q9HC23
0.15548983,0.85778046,Q8N434
0.28955284,0.8388373,P31512
0.099848,0.8726577,Q9BXI2
0.058709115,0.9095631,Q96BM0
0.12547219,0.8469973,Q96A11
0.06451603,0.91920674,Q69YL0
0.5127183,0.47486264,Q9NS98
0.26623857,0.81970376,Q8WUD6
0.31748447,0.7898685,Q9H2W1
0.18582481,0.80460304,Q8N0V5
0.20913582,0.7137433,Q7Z7B7
0.82573915,0.16013484,P62955
0.2198145,0.69815147,Q8NET1
0.40434203,0.59229577,Q8N8I0
0.5908169,0.44479898,Q86SG5
0.5475216,0.3381313,Q96N20
0.0811055,0.9355034,Q8NA56
0.52868015,0.54495984,A6ND48
0.2320008,0.7190851,A8MVS5
0.23625965,0.8159336,Q8N2G4
0.26012442,0.7651291,Q8IW03
0.5588661,0.50504464,Q8N7G0
0.378658,0.54946035,Q6UXD5
0.23847945,0.7777532,Q68DI1
0.27263087,0.76152325,Q8TA94
0.28697553,0.6805665,Q9BZQ2
0.19030322,0.80668986,Q86SG7
0.5048145,0.39636734,Q9H2Z4
0.2852046,0.5590164,Q6ZN32
0.46145594,0.6176794,Q9Y5Q0
0.2590699,0.8457445,Q6NUM6
0.32662955,0.74265784,Q99674
0.29446924,0.8248828,Q6ZNB7
0.4189554,0.5699614,Q96B33
0.22827566,0.82229745,Q8N5W8
0.2989463,0.74762505,Q147U7
0.17702806,0.8068601,Q8N2R8
0.548135,0.36545396,Q86T20
0.5586384,0.6335621,Q9NYZ2
0.07781442,0.9427593,P0CG24
0.2906712,0.74395293,Q8NHR7
0.10973766,0.76561815,Q8IXS0
0.099950954,0.8895839,Q1X8D7
0.15000772,0.7519407,Q9H1M3
0.36217666,0.7926426,Q14507
0.259621,0.66475266,Q8N567
0.35133073,0.53047526,Q8N127
0.5519454,0.36276945,Q6IEY1
0.1650147,0.8750399,Q9P0S2
0.37659937,0.7615061,Q9H008
0.35374352,0.7013842,Q5GAN4
0.41348416,0.7753004,Q8TDV2
0.32887065,0.868822,Q8WX39
0.3270909,0.6155381,P80297
0.3394678,0.81713635,Q2VPA4
0.71765906,0.2781212,Q96RD3
0.26158303,0.87774277,P48163
0.17767487,0.9131897,Q2TAA2
0.15483998,0.87138355,Q9UL16
0.2304617,0.8110438,Q8TC29
0.38852575,0.5814325,Q8N6H7
0.8073805,0.118042074,Q15057
0.6449985,0.5018027,P08235
0.47475573,0.75705177,Q9NR63
0.42006555,0.81771827,Q5TCH4
0.43787104,0.8105405,P20815
0.49809694,0.75139827,O43174
0.46494895,0.7943316,Q6V0L0
0.42145017,0.81233436,P20813
0.07456557,0.944538,Q96B77
0.36808762,0.64058053,Q7LGA3
0.42661825,0.561414,O94923
0.28666836,0.7057275,O75897
0.64853084,0.51700556,P51168
0.60415775,0.7329797,Q7LBE3
0.4824009,0.6693504,O43511
0.6139656,0.50266904,P40879
0.6356715,0.51336634,P37088
0.30233002,0.80434906,Q8WXG9
0.26745963,0.8869361,Q6PIF6
0.32032952,0.7835251,Q8TDI8
0.31174737,0.8005485,Q96QU1
0.34148285,0.7435626,B1AK53
0.5340143,0.623029,Q9HBB8
0.30343363,0.7761053,Q8TDI7
0.62602854,0.44982326,Q96GE6
0.24492612,0.83534515,Q9BV10
0.5636925,0.5331293,Q2WGJ8
0.80460566,0.21185009,P54289
0.599346,0.5013741,Q86XQ3
0.56149197,0.53580874,Q5SY80
0.5644944,0.53213453,A8MZ26
0.7746266,0.16941792,A6NL88
0.84000117,0.1372376,Q9UF02
0.8247907,0.14356448,B4DS77
0.567193,0.5287557,Q9NTU4
0.82358056,0.15776442,Q8WXS5
0.82614183,0.16318978,Q9UBN1
0.5641059,0.53261656,Q9H7T0
0.61953366,0.46454105,Q7Z3S7
0.5821323,0.500456,Q9BXT2
0.57308614,0.52430254,Q6ZRH7
0.8525277,0.13097063,Q12879
0.6699894,0.29915956,Q9H1J5
0.6644626,0.3024202,Q7Z3G6
0.103294484,0.8817974,L0R819
0.14103189,0.8884309,Q9NVR5
0.20142686,0.76532435,Q5T215
0.06597935,0.9134939,Q8WVF1
0.13570163,0.81778866,Q9UJK0
0.13160732,0.73698086,Q8NBA8
0.13160732,0.73698086,Q8N5C7
0.62312883,0.4150286,O60393
0.8217856,0.1686169,Q9Y2T7
0.3793207,0.7529831,P12838
0.3385137,0.67397577,Q9HA92
0.41565335,0.6336818,P05538
0.28420898,0.74804646,Q9HBH1
0.45110577,0.5432722,Q8NA23
0.38614345,0.63043886,Q6W5P4
0.69406205,0.29551062,H3BMG3
0.32770655,0.7319295,Q5JPH6
0.21953702,0.84125984,Q9Y3D8
0.7304393,0.5900107,P48052
0.7825915,0.6044214,P08217
0.7448426,0.6102538,Q6GPI1
0.5714283,0.6084285,P15088
0.6665528,0.62109876,Q0VAF6
0.71502775,0.5516548,P08861
0.72260845,0.3166191,P08581
0.3583617,0.7141211,P29017
0.386992,0.6695654,A6NJW9
0.56687623,0.6583172,Q14264
0.4350435,0.65453404,P01571
0.4372522,0.6495546,Q9UQQ1
0.47113395,0.59284925,Q8N423
0.25083894,0.81968933,O60449
0.59252155,0.5553955,A1KZ92
0.31702885,0.7329729,Q96QS1
0.54617155,0.5542072,O75954
0.096526120000000007,0.893181,Q9NRV9
0.20020938,0.8478627,P25089
0.18272343,0.87412566,Q15526
0.1660703,0.8957315,P0DJ07
0.17488047,0.8856538,Q12887
0.14034042,0.905714,Q96S66
0.17090245,0.86087286,Q6UWS5
0.2534319,0.79313564,Q9Y6N1
0.31430733,0.80941105,Q96PG1
0.20867275,0.7779506,Q9H1B5
0.21809529,0.7941736,Q86Y38
0.4598492,0.61447316,Q86SQ6
0.44790456,0.6048358,Q4KMQ2
0.85676813,0.22451164,Q9P203
0.36750534,0.6952758,Q9ULG6
0.30868596,0.72283006,A8MW95
0.2059613,0.7818417,Q6PHR2
0.6554112,0.4796979,P78415
0.098191984,0.92390305,Q96I23
0.0947999,0.941136,Q86VD9
0.10403532,0.9337535,Q92521
0.1061849,0.93121827,Q9NUD9
0.12536202,0.92025405,O95427
0.11656269,0.92800057,Q7Z7B1
0.62007034,0.27974358,Q12870
0.21489106,0.73466337,Q9P2E5
0.1600399,0.82756305,Q86TL0
0.8733368,0.12160105,P31644
0.16312678,0.8965337,Q6PCE3
0.17003456,0.90348303,Q8NCL8
0.5380263,0.50127125,Q6NXT6
0.18874983,0.8470835,Q8WWH5
0.6798334,0.47947878,Q7L985
0.4906126,0.520786,Q0VF49
0.3045896,0.7314577,Q9BXB7
0.2675603,0.7304433,Q6NUT2
0.6713756,0.48503014,Q15063
0.6686542,0.4659849,Q9BQ08
0.6659025,0.35546914,Q9HCT0
0.69184506,0.3223899,Q9NP95
0.5266229,0.48623213,P0DTA3
0.48239058,0.51902497,Q2VIR3
0.25432768,0.7886573,Q8N442
0.40333274,0.619907,P0DUD3
0.29730386,0.7916283,Q8WUR7
0.4397059,0.57558507,Q5T5C0
0.6066564,0.45109153,Q5FWF5
0.44210556,0.54425836,C9JDP6
0.09527648,0.94739985,Q7Z695
0.14234835,0.9415782,Q96D53
0.85531336,0.33642143,Q8TDB8
0.8633826,0.12590033,Q71UI9
0.11503057,0.9083032,A0A1B0GV85
0.15256308,0.87980944,Q9P0K9
0.34626725,0.67655057,Q5VXH4
0.28945327,0.7344663,P0DUQ1
0.12714154,0.8784576,A6NGR9
0.22776075,0.81629807,Q9HAT2
0.48127764,0.57357186,Q6ZMC9
0.42789546,0.6631377,O43435
0.8241255,0.15108001,Q9UNX9
0.5550598,0.5984071,O75762
0.21134514,0.9125127,Q9UJM8
0.7941988,0.27066043,Q9UI33
0.23080277,0.7837045,Q9HCQ5
0.24010693,0.77516913,Q49A17
0.24039179,0.77826667,Q8N428
0.19714886,0.8084015,P0DN25
0.23756297,0.781302,Q6P9A2
0.22093345,0.7927014,Q7Z4T8
0.21867533,0.7922697,Q86SF2
0.24532418,0.77386504,Q6IS24
0.22642116,0.7382829,Q9BVH7
0.7399969,0.27377406,O14562
0.62754667,0.5540924,Q02509
0.33944708,0.7651603,Q8NFA2
0.8893641,0.13374297,A5A3E0
0.41930056,0.7142645,Q2VIQ3
0.5446236,0.6210139,Q9NPH6
0.59509385,0.32096148,A2RUB1
0.29411963,0.6978154,Q13686
0.89466363,0.06422221,Q6P6C2
0.22454779,0.83044916,Q8NAC3
0.33404842,0.74141574,P50591
0.4432995,0.769456,P02144
0.36768124,0.78187084,Q9NQR9
0.8586851,0.1359905,O00255
0.32911336,0.8166789,Q9BUM1
0.29818925,0.8674771,Q2M2H8
0.35979038,0.56795806,P83859
0.16452518,0.8297986,Q6ZNX1
0.22162965,0.7470722,Q9UNK9
0.949036,0.06460103,Q8N300
0.5855557,0.60665363,P23229
0.67673016,0.51009697,Q13103
0.12849368,0.95973444,P42126
0.6578557,0.41393483,Q9UEF7
0.10400865,0.926841,Q9GZY4
0.12333511,0.9008343,Q5SRD1
0.38109517,0.81482697,Q8N4F0
0.40611047,0.808616,Q8TDL5
0.32455266,0.70062447,Q96IC2
0.58359283,0.45871845,Q96PQ0
0.70428276,0.23397408,Q6UXZ4
0.65624565,0.27765223,Q6NW40
0.675112,0.2147592,Q8NBI3
0.51086456,0.7052547,Q14246
0.35988617,0.80876464,Q07973
0.2655936,0.83813775,Q9NQ88
0.18475395,0.8887834,Q86XE3
0.27561992,0.71974516,Q9Y2H2
0.92138135,0.042393498,Q9UNW9
0.7550767,0.3185664,Q8N119
0.75809264,0.32320076,O75900
0.18687914,0.76933366,Q9P2W6
0.22289045,0.83556664,Q7Z4Y8
0.320521,0.6033396,Q8NCW0
0.43598044,0.6959878,O14926
0.3857085,0.6993947,A6NFK2
0.34885356,0.7660874,Q9H6F2
0.25279725,0.74043506,Q9GZS9
0.39124015,0.7077232,P51797
0.4282489,0.7515195,Q9BZV3
0.46937233,0.70562583,Q5T1H1
0.44775674,0.71829003,A6NGG8
0.43553337,0.74692523,Q00LT1
0.54537433,0.56469285,Q9BZW2
0.34576297,0.8109936,P50443
0.5071863,0.7210719,Q96P44
0.67798716,0.32842052,Q7Z624
0.33194947,0.78756523,Q96JG9
0.19288144,0.7682201,Q13398
0.19288144,0.7682201,Q9BWM5
0.29039326,0.83565164,Q3SYC2
0.25005203,0.85050637,Q86VF5
0.27209386,0.84146935,Q9NST1
0.27163485,0.8407675,Q96PD6
0.25754112,0.8258497,Q9BQK8
0.30520767,0.8220183,Q96PD7
0.6066596,0.59711987,P55017
0.45454392,0.6468885,Q8NBQ7
0.46183467,0.6396328,Q8IXF9
0.15255405,0.8915546,Q8N427
0.09261672,0.9338327,Q8IXS2
0.106561884,0.9186602,Q5TD94
0.30512694,0.7744653,Q9H0M4
0.30130595,0.81297296,Q8NFF2
0.11340331,0.93620455,Q9P225
0.097891144,0.92791903,Q9UFE4
0.28460532,0.8319795,Q8IZY2
0.09288124,0.9349296,Q96MC2
0.099200614,0.9273049,Q8NEP3
0.107318975,0.9405242,Q6ZR08
0.11340331,0.93620455,Q96JB1
0.7585021,0.21670409,Q5VWI1
0.76797134,0.2599029,O94769
0.4236712,0.82554686,O14756
0.40570763,0.8276892,P51857
0.3663141,0.8429913,Q9H8P0
0.4523012,0.81306696,P54855
0.10002916,0.92636013,Q8WU76
0.06679,0.94360363,Q6DD87
0.40160945,0.76360095,A6NMZ7
0.43926534,0.71752435,P35443
0.42228997,0.5869889,Q12923
0.60895544,0.35583234,Q8N135
0.44339988,0.7765327,Q86VL8
0.53955764,0.7432726,P22680
0.61012954,0.758019,Q9UHC9
0.40537825,0.5668238,P0DM35
0.33747208,0.8262712,P0DMN0
0.5421755,0.79945725,P38571
0.38782492,0.8366603,O75881
0.35756642,0.69492424,Q8WXJ9
0.3515137,0.6929924,O95932
0.26504275,0.77267236,Q8TEA1
0.18034002,0.8586293,Q86U38
0.20266701,0.88824093,Q4G0N4
0.10086491,0.906612,Q32P41
0.13366617,0.90430313,Q9Y606
0.10967264,0.9175131,Q9UI43
0.22378176,0.8502512,Q8NGF6
0.17510599,0.8787858,A0A096LP55
0.36691383,0.6798431,P40200
0.3417141,0.716472,P20718
0.48400164,0.63914645,Q9Y6L7
0.6043123,0.33783272,Q7Z5Y6
0.45308834,0.49634585,Q0VG99
0.20167542,0.88268346,Q4L235
0.2305024,0.8977129,Q5K4L6
0.10340646,0.9436598,Q8IVN8
0.19060943,0.93421364,P23786
0.4202658,0.5897201,Q9H5U6
0.3051731,0.8230409,Q04671
0.23363163,0.7403993,Q8IZ96
0.75198203,0.5283671,P43652
0.3860018,0.6433603,A5PLK6
0.52405673,0.39420143,Q76M96
0.39022037,0.5992072,P35325
0.29294762,0.8383886,Q8N8W4
0.3108517,0.8394446,Q86UK0
0.14047733,0.87052745,Q5VTH2
0.15864149,0.863874,Q8N7U6
0.17630155,0.9170335,Q96IR7
0.47237822,0.7256845,Q9Y226
0.37142366,0.84787774,Q4G0S4
0.34769773,0.8403873,Q16772
0.3394799,0.855795,Q6NUM9
0.2576847,0.7815556,Q9NRG9
0.46976465,0.5721902,P0DJD1
0.48259294,0.79376733,Q99518
0.48992914,0.737696,Q9BZJ3
0.4367838,0.8123849,Q16696
0.302447,0.83608174,O75715
0.5788362,0.5444187,Q86UG4
0.35316238,0.6974441,Q9BQL6
0.78907007,0.26494104,P60673
0.7370358,0.31443623,Q8NHR9
0.61785823,0.47843164,Q06055
0.10104,0.9729192,O75264
0.16929686,0.88574636,Q9HBL8
0.17273524,0.879607,Q6NUK1
0.17653859,0.8783553,Q6KCM7
0.11333269,0.71046394,Q5TBK1
0.3517804,0.7151916,Q7Z6W7
0.18723841,0.9085988,Q8N9L9
0.2005801,0.8953928,Q86TX2
0.3654284,0.68665135,Q7Z410
0.2446593,0.871247,Q96RQ9
0.22513948,0.8885744,Q8NHS2
0.6682752,0.2814928,Q9NX07
0.7784425,0.17703676,Q5T4I8
0.12029357,0.90850717,Q53G44
0.1303467,0.90943813,Q5EBM0
0.5621856,0.51522136,O14746
0.7181661,0.2807888,Q96BF3
0.77964205,0.19515164,P18433
0.6412479,0.41116685,O43555
0.37849692,0.7353694,Q86XP0
0.3686298,0.7378909,Q3MJ16
0.32821965,0.8105849,Q9NZ20
0.1846638,0.89604354,Q86XF0
0.24184936,0.8301441,Q96Q11
0.34567845,0.8371175,Q7Z449
0.24632269,0.85617983,Q6ZV29
0.3540587,0.7858646,Q4G0N8
0.18586525,0.8446793,Q96EU6
0.09731087,0.91270006,Q9UH36
0.13312078,0.90324247,O43766
0.11839734,0.91484886,Q9BUE6
0.3374377,0.77447003,Q969M1
0.27299136,0.8316562,Q8N4H5
0.22152404,0.8686652,Q5HYI7
0.40865514,0.677194,Q76MJ5
0.21985427,0.76254314,Q93075
0.22867271,0.8031038,Q9UBQ6
0.8847509,0.13879152,Q00056
0.464021,0.8094916,P36537
0.54799515,0.51227915,Q7Z4H4
0.45328376,0.81351745,Q6UWM9
0.2561021,0.8812061,Q6ZNW5
0.16263545,0.86526793,Q96AK3
0.18799312,0.7380405,Q8WW27
0.20933211,0.8389757,Q96NT5
0.37314305,0.74960417,Q16880
0.31011185,0.84006876,Q96EG1
0.42484578,0.5798561,Q9HCU0
0.16922744,0.84219795,Q14679
0.31254464,0.766696,Q8IYV9
0.34283832,0.82859486,Q17RR3
0.7488795,0.40581357,P11055
0.7873546,0.27972516,P20472
0.8858686,0.1208509,A6NFN3
0.8743081,0.1694132,Q9P2U8
0.49305055,0.48440823,Q5XX13
0.6884597,0.3213974,A0A1B0GUS4
0.31557065,0.67723763,Q8N7A1
0.36060703,0.7476193,Q6QHC5
0.3150706,0.7923718,Q9NR71
0.33576277,0.77795905,Q8N5B7
0.7770676,0.19688421,Q9NRJ5
0.6201023,0.30751768,Q5XG87
0.7134919,0.21872391,Q8NDF8
0.44831276,0.7837188,P48595
0.33535287,0.76343644,P12724
0.56107086,0.64693874,Q9UI42
0.5380057,0.74524754,Q6UWQ5
0.37811914,0.7299108,Q8IWA5
0.33788884,0.6840026,Q8NFX7
0.37471834,0.814309,Q96PL2
0.40168694,0.76303816,O75443
0.22123688,0.7675889,Q9H0R1
0.20477828,0.76705253,Q9NUS5
0.43084478,0.5841103,Q9NYT0
0.53202957,0.42771682,Q8NFR3
0.37804654,0.7065125,Q71RH2
0.3006753,0.7962143,P27544
0.7286536,0.30090463,P27539
0.2664548,0.7795883,Q9H649
0.15217115,0.80781686,Q9H9V9
0.4657744,0.54922265,Q8N3J2
0.09991988,0.88416374,Q3KRA9
0.47544253,0.75861484,Q9Y694
0.43402502,0.7696524,P51161
0.4450772,0.7600816,O94956
0.41340664,0.66459256,Q9NYB5
0.35918808,0.7317884,Q0GE19
0.5308769,0.47046447,P57772
0.15111896,0.8922676,Q8TAT5
0.4123043,0.8007254,O43280
0.6629022,0.5584909,A6NDY0
0.80888623,0.15251313,Q4VXU2
0.7654714,0.20014995,P0CB38
0.13406622,0.8803827,Q96C57
0.3934727,0.78179604,Q9ULI2
0.2590372,0.8378655,A6NNW6
0.3753067,0.8167516,Q9ULX7
0.29616588,0.8539664,P35218
0.28267124,0.8742451,Q6VVX0
0.35229188,0.7146128,P43166
0.6758207,0.46735594,O15528
0.8315526,0.111061744,Q17RY0
0.17290148,0.8689643,Q5TB30
0.84532076,0.10680044,Q8NE35
0.14566995,0.9166481,Q9H3Y0
0.65583897,0.35790503,A6NMK7
0.29564613,0.7935419,Q8NEB7
0.55944806,0.45311272,A1Z1Q3
0.4937373,0.54709643,Q9HBX8
0.5473105,0.553602,P58294
0.42138416,0.6214737,P0C0P6
0.5815182,0.4154519,P30872
0.17975846,0.7366037,Q5VW32
0.8891929,0.11695476,Q9H2X9
0.24177133,0.8371104,P55263
0.13037293,0.9433725,Q9Y2S2
0.3730559,0.56547046,O14683
0.3992297,0.68149465,Q9NZB8
0.48347548,0.6228564,P54750
0.575609,0.52304524,Q9H4I0
0.18831041,0.86991423,Q8NBI6
0.33456025,0.81479615,Q96GR2
0.44576555,0.5865575,O14626
0.17156683,0.8358668,A6NIH7
0.50450337,0.6678621,O60911
0.17552058,0.803788,Q9UBX8
0.15137672,0.8500067,O75752
0.3092032,0.82145923,Q6ZNF0
0.46100664,0.65375817,Q8IYS5
0.3930781,0.76604456,Q9BR26
0.11790935,0.8975886,Q9H9S5
0.15130757,0.864962,O75072
0.16650194,0.8645182,Q75V66
0.38616776,0.54189324,Q5JSP0
0.61146057,0.21027257,P47944
0.1760466,0.90769565,Q6IPT4
0.22090012,0.8878448,Q7L1T6
0.54214084,0.54966384,Q6UXB2
0.3207915,0.68738097,Q9GZM3
0.11961805,0.91739243,Q8N0Z8
0.13117084,0.9030026,Q9BZE2
0.15805355,0.8884338,Q96DE0
0.33301643,0.77352417,Q8IWX5
0.2579329,0.80055815,Q9NPB8
0.2255192,0.84776837,Q6P1A2
0.33011454,0.85298026,Q5R387
0.24235025,0.8416374,Q643R3
0.27363607,0.8492806,Q9BX93
0.20245437,0.7720623,Q9NYJ1
0.15394415,0.847156,Q49B96
0.31281963,0.6001289,Q8WXF5
0.16397397,0.8913626,O75354
0.3020448,0.81287134,Q7RTR0
0.4536844,0.59070337,Q86W28
0.7897365,0.2214499,P59045
0.43869627,0.6154727,Q86W25
0.29182705,0.81068987,P59044
0.34032813,0.70745087,Q86W24
0.8396214,0.22094241,O43749
0.10786165,0.94984776,Q96EM0
0.32462317,0.7570292,Q6ZWH5
0.26506162,0.6990128,Q5U4P2
0.18054782,0.8748239,Q96BW9
0.6762969,0.3081154,Q9BWW7
0.6194272,0.6017907,P31639
0.18023595,0.6352232,Q8N0W5
0.15017942,0.9046663,Q96DP5
0.14696792,0.9040562,Q96GW9
0.15174758,0.9024589,Q9UGM6
0.2075527,0.8433192,Q8NE18
0.15846418,0.9117064,Q9Y2Z2
0.26815158,0.78448683,P86790
0.43160582,0.55012053,P52848
0.89393383,0.06251303,A1L020
0.33683363,0.8200224,Q1HG44
0.20610386,0.8708126,Q5T0U0
0.20219558,0.8667449,Q8IV20
0.45501104,0.6464912,Q9Y236
0.6875237,0.29116416,O00744
0.67309487,0.2945235,Q93098
0.68877584,0.2922981,Q9GZT5
0.6935015,0.28818518,O14905
0.3857276,0.51234144,Q96MU8
0.29542792,0.7136997,Q8TF17
0.6003932,0.39669302,Q9C0K3
0.642466,0.36570477,Q6ZP65
0.21401528,0.87702864,Q8WUX2
0.36422664,0.82731146,P51589
0.3520483,0.8318552,Q08477
0.29976943,0.8473807,Q9UQ10
0.61825097,0.51147825,Q96RP8
0.5083309,0.62758446,Q6ZVZ8
0.8477084,0.16292718,Q14003
0.2928098,0.8007999,Q969P6
0.5314454,0.6611692,Q8IW75
0.47336367,0.68333703,Q99969
0.61504227,0.40391645,A0A1W2PR48
0.5598276,0.5292349,Q9H819
0.5297504,0.78715116,P21128
0.22903404,0.7859101,Q9Y3C1
0.2731186,0.76285356,A6NHQ2
0.26637638,0.62221617,E5RIL1
0.24554843,0.7209485,B0FP48
0.53618604,0.408637,Q9Y3X0
0.5196702,0.5745142,Q86YC3
0.6603115,0.37840372,Q14392
0.5112776,0.6278011,Q13046
0.6749402,0.49571604,Q9BXN1
0.8243172,0.20403388,O75610
0.5322553,0.5576027,P11464
0.52876145,0.5807383,Q6YHK3
0.43303874,0.6077329,Q7L513
0.25769323,0.8467373,Q9P0W8
0.6827936,0.48847476,Q14994
0.37444437,0.6994655,P60985
0.5039852,0.6477124,Q12794
0.42408454,0.7385997,Q8WZ79
